eles	1032.52	6464.12	152	0.16
elástico	516.26	72.36	13817	7.13
em	20650.49	46909.82	10	0.44
enorme	516.26	702.40	1421	0.74
entanto	516.26	2223.70	447	0.23
entrar	516.26	1289.16	773	0.40
entrevista	1548.79	787.59	1267	1.97
entrevistado	4646.36	9.99	16724	464.96
entrevistador	516.26	6.21	38929	83.09
entrevistadora	9808.98	2.60	113285	3773.90
então	12906.56	4496.97	196	2.87
escola	5162.62	1812.58	549	2.85
escolheria	516.26	1.00	38873	516.26
espaço	1032.52	3167.56	313	0.33
especial	2065.05	2279.46	436	0.91
específica	516.26	314.00	3182	1.64
específico	516.26	387.19	2580	1.33
espera	516.26	673.99	1481	0.77
esperavas	516.26	4.19	238668	123.22
espetacular	1032.52	118.75	8418	8.69
esse	3613.84	5162.56	125	0.70
estar	8260.20	5181.54	238	1.59
este	516.26	11668.61	83	0.04
estive	516.26	139.94	7143	3.69
estudar	2581.31	494.88	2018	5.22
eu	18069.18	13981.41	63	1.29
evento	516.26	2843.33	349	0.18
exigente	1032.52	86.91	11503	11.88
exigência	516.26	190.49	5247	2.71
existir	1548.79	1880.76	3158	0.82
experiência	516.26	2458.81	404	0.21
extra	516.26	288.71	3461	1.79
falar	1548.79	913.04	409	1.70
falaste	516.26	9.40	106370	54.92
faler	516.26	15.26	OFV	33.82
família	4646.36	3432.42	263	1.35
favorito	516.26	100.59	5840	5.13
fazer	5162.62	5032.45	82	1.03
felicidade	516.26	466.92	2139	1.11
feliz	1032.52	670.32	952	1.54
felizmente	516.26	84.40	11845	6.12
festa	5678.88	1068.10	827	5.32
festejar	1032.52	26.07	20994	39.60
ficar	1032.52	1709.77	325	0.60
filho	516.26	1690.05	500	0.31
fim	516.26	4189.36	236	0.12
fiquei	516.26	661.51	1509	0.78
fogão	516.26	104.69	9549	4.93
foi	516.26	26525.20	35	0.02
fora	516.26	3042.29	326	0.17
freguesia	516.26	201.79	4953	2.56
féria	516.26	630.24	177808	0.82
férias	1032.52	630.24	1584	1.64
gente	2581.31	3208.21	309	0.80
gostar	4130.10	343.43	3470	12.03
gostavas	1032.52	8.28	120745	124.67
gostávar	1032.52	12.46	OFV	82.89
grande	516.26	8424.60	116	0.06
graças	516.26	536.86	1860	0.96
habituar	516.26	9.94	55516	51.91
haver	3097.57	8568.98	1765	0.36
hoje	1032.52	3744.56	163	0.28
hábito	516.26	218.45	4575	2.36
imenso	2065.05	198.07	5046	10.43
implementar	516.26	5.08	6639	101.65
imprescindível	516.26	128.03	7808	4.03
infância	9292.72	426.31	2343	21.80
inteiro	516.26	514.22	1942	1.00
interessante	516.26	902.77	1105	0.57
intervalo	516.26	103.51	4201	4.99
ir	6195.15	2268.15	439	2.73
irmão	3097.57	642.38	1554	4.82
isolado	516.26	112.46	8889	4.59
isso	516.26	2284.67	70	0.23
jardim	1032.52	389.76	2563	2.65
jogo	516.26	3549.88	279	0.15
já	3097.57	14483.29	57	0.21
lado	516.26	4430.66	223	0.12
lanchar	516.26	14.69	68068	35.14
lanche	516.26	112.58	8880	4.59
lembr	516.26	5.70	OFV	90.61
lembrança	516.26	124.23	8047	4.16
lembrar	1548.79	401.79	1679	3.85
lembras-te	516.26	7.17	139475	72.01
lembro	516.26	38.36	4137	13.46
lembro-me	516.26	38.36	26068	13.46
levar	516.26	1395.28	714	0.37
livre	516.26	312.33	769	1.65
longe	516.26	815.86	1223	0.63
lá	3613.84	3835.83	258	0.94
mais	10325.25	36101.08	25	0.29
mantenhar	516.26	32.73	OFV	15.77
marcado	516.26	292.51	2814	1.76
marcante	516.26	145.93	6850	3.54
marcar	1032.52	316.99	3648	3.26
marcor	516.26	5.33	OFV	96.80
marido	516.26	664.58	1502	0.78
mas	6195.15	21413.28	44	0.29
memória	516.26	184.27	1367	2.80
menos	1032.52	5963.03	165	0.17
mesmo	6195.15	14556.04	66	0.43
meu	16520.39	4877.26	137	3.39
minúsculo	516.26	33.25	29484	15.53
miúdo	516.26	62.01	27277	8.33
momento	1548.79	3678.45	201	0.42
montar	516.26	283.23	3528	1.82
movimentar	516.26	50.87	12212	10.15
movimentação	516.26	199.69	5005	2.59
muitas	1032.52	4037.14	245	0.26
muito	12906.56	12438.78	50	1.04
nada	1032.52	4490.35	220	0.23
nascestir	516.26	7.21	OFV	71.57
nasci	1032.52	58.25	17164	17.73
nem	2065.05	5473.45	180	0.38
nenhum	516.26	1129.05	624	0.46
noite	516.26	2772.39	358	0.19
normal	1548.79	636.90	1159	2.43
nosso	1548.79	5524.15	173	0.28
novita	516.26	1.00	OFV	516.26
novo	516.26	4297.38	176	0.12
nunca	2065.05	3653.64	271	0.57
não	6711.41	37172.09	21	0.18
nós	6195.15	8492.60	237	0.73
o	43882.29	97650.84	6	0.45
obrigar	516.26	298.71	16439	1.73
olhar	516.26	278.19	1037	1.86
onde	1032.52	5430.86	92	0.19
ora	1032.52	228.85	4376	4.51
ou	3613.84	24155.27	33	0.15
outro	3613.84	6400.33	167	0.56
ouvir	516.26	300.33	1356	1.72
pai	5162.62	1372.31	552	3.76
para	10841.51	66917.17	11	0.16
parabéns	1548.79	236.42	4227	6.55
parte	1032.52	8718.40	112	0.12
partilhar	516.26	147.70	6768	3.50
passar	2065.05	1246.27	531	1.66
paterno	516.26	20.35	32695	25.37
pegar	516.26	4.45	2098	115.98
pequenito	516.26	6.34	175140	81.42
pequeno	516.26	1055.19	911	0.49
perdi	516.26	124.10	8055	4.16
pergunta	516.26	597.48	1671	0.86
perguntar	516.26	597.48	4538	0.86
pessoa	7743.93	9256.33	244	0.84
piscina	1032.52	486.45	2053	2.12
poder	1548.79	606.82	275	2.55
por	6195.15	35410.26	22	0.17
porque	5162.62	6248.87	128	0.83
porquê	1032.52	119.61	5143	8.63
positivo	516.26	286.07	2595	1.80
praticamente	516.26	625.51	1596	0.83
precisamente	1548.79	294.84	3389	5.25
primeiro	1032.52	5927.68	153	0.17
primária	516.26	117.03	8542	4.41
principalmente	2065.05	1708.57	442	1.21
professor	516.26	1253.60	795	0.41
professora	3097.57	433.90	2302	7.14
provavelmente	516.26	610.99	1634	0.84
próprio	516.26	2546.47	385	0.20
punham	516.26	12.47	80169	41.39
quando	3097.57	13568.52	71	0.23
que	43882.29	101900.12	7	0.43
queir	516.26	15.68	OFV	32.92
quem	516.26	7593.01	129	0.07
querer	1032.52	1022.81	1953	1.01
recordar	516.26	75.36	10623	6.85
relação	1548.79	3972.98	249	0.39
remetir	516.26	97.69	OFV	5.28
rer	516.26	8.71	300705	59.29
reunir	516.26	20.40	4374	25.31
reviver	516.26	52.94	18887	9.75
romaria	516.26	23.35	42829	22.11
rua	516.26	1000.30	997	0.52
saber	3613.84	1604.78	283	2.25
sabesr	516.26	71.51	OFV	7.22
sabor	516.26	365.80	2731	1.41
sair	516.26	1182.45	843	0.44
se	4646.36	37453.18	24	0.12
secundário	516.26	125.48	7967	4.11
seguinte	516.26	1573.07	633	0.33
seguir	516.26	340.63	782	1.52
sem	516.26	13037.81	74	0.04
semana	1548.79	3463.80	286	0.45
sempre	12390.29	9737.10	100	1.27
ser	44914.82	26850.80	36	1.67
seu	516.26	25188.92	42	0.02
sim	3097.57	1439.88	445	2.15
situação	516.26	2405.58	413	0.21
sobre	1032.52	17331.02	55	0.06
super	1548.79	1174.12	849	1.32
supermercado	516.26	134.98	7406	3.82
sítio	1032.52	247.79	4033	4.17
só	1032.52	10131.71	96	0.10
talvez	1032.52	756.77	940	1.36
também	2065.05	19723.87	48	0.10
tanto	516.26	400.05	272	1.29
tarde	516.26	2208.97	450	0.23
te	2065.05	2495.63	398	0.83
tempo	1032.52	6240.22	85	0.17
tens	2065.05	150.07	6661	13.76
tentar	516.26	119.52	969	4.32
ter	15487.87	5539.98	80	2.80
terminar	1032.52	18.98	3053	54.40
teu	2065.05	270.94	1759	7.62
tinhas	516.26	25.72	38885	20.08
tio	516.26	153.19	6525	3.37
tipo	1548.79	4450.38	222	0.35
todo	3097.57	5143.49	131	0.60
torrada	516.26	27.24	47157	18.95
torradeira	516.26	20.35	49142	25.37
trabalhar	1032.52	742.88	698	1.39
trabalho	516.26	8643.04	113	0.06
tradicional	516.26	707.36	1411	0.73
tradição	2581.31	403.43	2169	6.40
tranquilo	516.26	195.51	4626	2.64
tu	3097.57	378.11	2642	8.19
tudo	3613.84	8952.55	109	0.40
tuo	5162.62	696.52	142612	7.41
tínhamos	1548.79	174.23	5737	8.89
típico	516.26	155.07	6446	3.33
um	26845.64	58744.52	13	0.46
vejo	516.26	425.22	2349	1.21
velho	1032.52	510.28	1957	2.02
ver	1032.52	2646.46	197	0.39
vez	2581.31	6209.55	108	0.42
vir	2065.05	539.58	1374	3.83
viver	516.26	354.15	976	1.46
volta	516.26	2661.70	373	0.19
voltar	1548.79	914.33	1091	1.69
àquela	516.26	78.51	12734	6.58
és	516.26	137.50	7270	3.75
último	516.26	1793.08	544	0.29
único	516.26	1513.55	620	0.34
